time,x,y,vx,vz,eta,distance_remaining,recoveries,battery
184.60000000000002,0.04016406783275084,-0.011536082261638048,0.0,0.0,0.0,0.0,0,99.99998474121094
184.60000000000002,0.04016406783275084,-0.011536082261638048,0.0,0.0,0.0,0.0,0,99.99998474121094
184.60000000000002,0.04016406783275084,-0.011536082261638048,0.0,0.0,0.0,4.822528839111328,0,99.99998474121094
184.60000000000002,0.04016405845311555,-0.011536082513988355,0.0,0.0,0.0,4.822528839111328,0,99.99998474121094
184.70000000000002,0.04016405845311555,-0.011536082513988355,0.0,0.0,0.0,4.822528839111328,0,99.99998474121094
184.70000000000002,0.04016405845311555,-0.011536082513988355,0.125,-0.16,0.0,4.822528839111328,0,99.99998474121094
184.70000000000002,0.040164009326888905,-0.011536081538398857,0.125,-0.16,0.0,4.822528839111328,0,99.99998474121094
184.70000000000002,0.040164009326888905,-0.011536081538398857,0.125,-0.16,0.0,4.822528839111328,0,99.99998474121094
184.70000000000002,0.040164009326888905,-0.011536081538398857,0.125,-0.16,0.0,4.822528839111328,0,99.99998474121094
184.70000000000002,0.040164009326888905,-0.011536081538398857,0.125,-0.16,0.0,4.822528839111328,0,99.99998474121094
184.70000000000002,0.040164009326888905,-0.011536081538398857,0.125,-0.16,0.0,4.822528839111328,0,99.99998474121094
184.70000000000002,0.040164009326888905,-0.011536081538398857,0.19684210526315787,-0.32,0.0,4.822528839111328,0,99.99998474121094
184.70000000000002,0.041317620084394324,-0.011542958465315833,0.19684210526315787,-0.32,0.0,4.822528839111328,0,99.99998474121094
184.70000000000002,0.041317620084394324,-0.011542958465315833,0.19684210526315787,-0.32,0.0,4.822528839111328,0,99.99998474121094
184.70000000000002,0.041317620084394324,-0.011542958465315833,0.19684210526315787,-0.32,0.0,4.822528839111328,0,99.99998474121094
184.70000000000002,0.041317620084394324,-0.011542958465315833,0.19684210526315787,-0.32,0.0,4.822528839111328,0,99.99998474121094
184.70000000000002,0.0436258710987929,-0.01155671444168832,0.19684210526315787,-0.48,429.326715668,4.822528839111328,0,99.99998474121094
